,Entity,Code,Year,AvgCigarettePriceDollars,AvgTaxesAsPctCigarettePrice,EnforceBansTobaccoAd,HelpToQuit,ProductionMT,SalePerDay,GDP_USD,ProductionUSD
0,Algeria,DZA,2012,1.84,47.0,4.0,3.0,8130.0,8.5200002187,5592.220115,107.316348329
1,Algeria,DZA,2014,2.09,40.9,4.0,4.0,7648.0,8.6600002759,5493.056663,100.713851841
2,Argentina,ARG,2012,2.79,69.9,4.0,4.0,7763.2598896,6.400000000099999,13082.66433,95.83514020999999
3,Argentina,ARG,2014,3.47,69.7,4.0,5.0,20069.96,6.509999942899998,12334.79825,79.917662257
4,Armenia,ARM,2012,1.69,38.4,2.0,4.0,23525.9891,8.9100002758,3681.844691,128.014091374
5,Armenia,ARM,2014,1.74,44.1,2.0,4.0,17344.1891,8.5200002187,3986.231624,101.43401475300001
6,Australia,AUS,2012,8.24,63.1,4.0,5.0,14369.689999999999,3.1200000046,68012.1479,411.32338756
7,Australia,AUS,2014,10.64,58.4,4.0,5.0,14369.689999999999,3.0099999903,62510.79117,411.32338756
8,Austria,AUT,2012,4.97,75.0,4.0,4.0,29314.692700000003,5.0200001241,48567.69529,337.32406646
9,Austria,AUT,2014,5.34,74.9,4.0,4.0,28599.1554,4.920000076300001,51717.49594,444.09024454
10,Azerbaijan,AZE,2012,1.75,19.8,4.0,3.0,1963.6,9.1600002757,7496.294648,6.4914785
11,Azerbaijan,AZE,2014,2.7,17.6,4.0,3.0,2430.2,6.920000076099998,7891.313147,9.817077252
12,Bahamas,BHS,2014,9.75,41.6,2.0,4.0,27571.013199999998,3.1500000235999996,29980.70826,344.580426127
13,Bangladesh,BGD,2012,1.38,63.8,4.0,3.0,8288.3198896,8.3600001806,883.1171296,121.02893576900001
14,Bangladesh,BGD,2014,1.54,75.6,4.0,3.0,15078.2217,8.2600001807,1118.873808,117.10628201099999
15,Belarus,BLR,2012,1.79,41.2,4.0,4.0,23525.9891,8.9100002758,6940.159254,131.3828119772
16,Belarus,BLR,2014,1.77,52.7,4.0,4.0,21541.06,8.3600001806,8318.51269,137.98530846519998
17,Belgium,BEL,2012,5.29,76.4,4.0,4.0,25832.562700000002,4.7600000858,44673.11588,315.22343493000005
18,Belgium,BEL,2014,6.08,76.4,4.0,5.0,31793.5,3.3899999855999994,47700.54036,290.13864288
19,Belize,BLZ,2014,6.75,42.5,2.0,3.0,27571.013199999998,3.7100000142999994,4718.436581,384.25045442
20,Bolivia,BOL,2012,2.89,40.4,4.0,4.0,23321.9291,7.019999980699998,2609.880562,133.996127338
21,Bolivia,BOL,2014,2.82,40.4,4.0,4.0,23321.9291,7.019999980699998,3081.878824,133.996127338
22,Bosnia and Herzegovina,BIH,2012,3.19,75.2,4.0,4.0,6752.0150920999995,6.3900000097,4778.636088,127.342503047
23,Bosnia and Herzegovina,BIH,2014,3.86,86.0,4.0,4.0,2030.172,6.320000028700001,5329.631984,14.46984524
24,Brazil,BRA,2012,2.33,62.6,5.0,5.0,44725.0,7.660000085600001,12370.02445,70.444313
25,Brazil,BRA,2014,2.85,64.3,5.0,5.0,35955.0,6.669999885599999,12112.58767,90.39365926
26,Bulgaria,BGR,2012,5.76,86.4,4.0,4.0,39908.0,5.800000191,7395.849803,181.9913904
27,Bulgaria,BGR,2014,6.25,84.0,4.0,4.0,22715.0,5.900000095,7876.866465,103.786547
28,Burundi,BDI,2014,2.26,41.2,2.0,2.0,147685.4502,8.8000001902,274.8578422,1280.66345295
29,Cambodia,KHM,2012,0.86,17.1,4.0,3.0,47670.38909999999,9.7100003231,950.880346,113.65275204699999
30,Cambodia,KHM,2014,0.92,22.2,4.0,3.0,47670.38909999999,9.7100003231,1093.495976,113.65275204699999
31,Cameroon,CMR,2012,7.54,21.5,4.0,3.0,147205.8002,3.330000019,1354.54555,1341.4607494699999
32,Cameroon,CMR,2014,2.43,17.9,4.0,4.0,10272.496715206998,8.0000000951,1542.620606,114.42643928100001
33,Canada,CAN,2012,6.8,64.5,4.0,5.0,30605.215399999997,3.2999999760999996,52669.08996,472.56754384999994
34,Canada,CAN,2014,6.88,64.5,4.0,5.0,30605.215399999997,3.2999999760999996,50955.99832,395.30332416
35,Chile,CHL,2012,3.69,82.0,4.0,3.0,10162.6356,6.3500000002,15351.54074,98.89451039999999
36,Chile,CHL,2014,5.21,81.6,4.0,3.0,14481.3373,4.770000076400001,14670.98891,98.620850107
37,China,CHN,2012,2.16,47.7,4.0,3.0,12762.529100000002,7.9200001236999995,6316.918318,99.38207916619999
38,China,CHN,2014,2.13,47.8,4.0,4.0,14912.4291,8.2700002188,7678.599486,98.63956426619998
39,Colombia,COL,2012,1.67,50.9,5.0,3.0,18519.8291,8.5200002187,8050.255372,98.63956426619998
40,Colombia,COL,2014,1.81,49.5,5.0,3.0,18519.8291,8.5200002187,8114.343921,98.63956426619998
41,Comoros,COM,2014,1.96,50.8,2.0,2.0,156854.8002,9.0600002757,1513.83039,1177.27494225
42,Costa Rica,CRI,2014,3.63,71.8,4.0,4.0,7000.12099605,6.370000028799999,10847.16967,111.854005257
43,Croatia,HRV,2012,4.81,70.4,4.0,4.0,9452.0,5.0,13258.35985,99.88884009999998
44,Croatia,HRV,2014,5.65,74.8,4.0,4.0,7137.0,4.630000019100001,13599.40978,109.438506407
45,Cyprus,CYP,2012,4.9,75.8,4.0,4.0,9531.5804,5.040000152700001,28912.15694,107.47165891
46,Cyprus,CYP,2014,5.52,77.3,4.0,4.0,12149.6113,4.6100001335,27163.33297,97.880346384
47,Czechia,CZE,2012,4.91,80.0,4.0,4.0,8138.4130000000005,5.300000191,19870.80121,106.72914400999998
48,Czechia,CZE,2014,5.69,75.6,4.0,4.0,13145.659899999999,4.400000095,19890.91991,97.610557814
49,Denmark,DNK,2012,4.66,78.7,4.0,5.0,5473.0,5.1,58507.50805,139.5860841
50,Denmark,DNK,2014,4.73,78.8,4.0,5.0,5433.0,4.8999999999999995,62548.98473,173.6361315
51,Dominican Republic,DOM,2012,5.53,58.3,2.0,3.0,2567.8103459999998,4.250000000000001,6110.366576,9.522946423000002
52,Dominican Republic,DOM,2014,6.25,57.7,2.0,3.0,28164.4759,3.3599999904999995,6608.825501,335.35944901000005
53,Ecuador,ECU,2012,5.67,64.2,4.0,4.0,3745.788924,4.3799999714,5682.046108,12.97843
54,Ecuador,ECU,2014,5.91,62.7,4.0,4.0,3075.198896,4.3999999524,6377.093929,15.516749
55,Egypt,EGY,2012,2.29,71.5,4.0,4.0,18752.6,7.6800001142999985,3229.68563,103.719282443
56,Egypt,EGY,2014,2.69,72.0,4.0,4.0,61060.0,7.400000047500001,3379.557986,143.2123564
57,Estonia,EST,2012,4.8,79.2,4.0,4.0,12450.0226,4.699999809,17404.2008,99.345505414
58,Estonia,EST,2014,4.8,81.7,4.0,4.0,9571.546900000001,4.5,20234.11742,99.04283215699999
59,Ethiopia,ETH,2014,1.97,18.7,4.0,4.0,23540.2891,9.1600002757,566.9264029,138.599668452
60,Fiji,FJI,2012,4.23,40.6,4.0,4.0,2672.711564,5.5500000474,4591.577015,20.4176074032
61,Fiji,FJI,2014,4.57,44.0,4.0,4.0,4149.398671600001,4.390000009300001,5605.609148,41.8936534822
62,Finland,FIN,2012,5.03,79.8,4.0,4.0,1119.8760924,4.0000000236,47710.79022,0.0
63,Finland,FIN,2014,5.42,81.7,4.0,4.0,1136.0588923999999,4.4200000523,50260.29986,0.0
64,France,FRA,2012,6.69,80.0,4.0,4.0,32437.872099999997,3.1699999807999997,40874.70039,362.148985297
65,France,FRA,2014,7.61,80.6,4.0,4.0,32153.0608,3.0399999855999997,43011.2631,355.586008897
66,Gambia,GMB,2014,4.42,34.4,4.0,2.0,149259.27529999998,4.6700000286,607.4299047,1293.8663802099998
67,Georgia,GEO,2012,1.57,54.9,2.0,3.0,29361.2,8.3600001806,4421.818242,145.34706000000003
68,Georgia,GEO,2014,2.41,47.5,2.0,4.0,6480.3198896,7.3600000381,4739.188338,56.25557129099999
69,Germany,DEU,2012,5.74,74.5,4.0,4.0,34582.538499999995,4.199999809,43858.36306,315.22343493000005
70,Germany,DEU,2014,6.34,73.5,4.0,4.0,45842.627,4.099999905,47959.99327,692.2874024
71,Ghana,GHA,2012,2.35,23.1,5.0,4.0,26385.929099999998,8.1600001332,1587.560932,137.509232312
72,Ghana,GHA,2014,2.41,28.3,5.0,4.0,26385.929099999998,8.020000076,1899.668336,137.509232312
73,Greece,GRC,2012,4.71,83.2,4.0,4.0,17603.8712,7.0,21915.19132,101.21077031200001
74,Greece,GRC,2014,5.75,81.6,4.0,4.0,14763.904,4.250000071500001,21601.7764,108.0063675
75,Guatemala,GTM,2012,2.92,49.0,2.0,4.0,6477.5198896,6.490000009499999,3355.036919,55.633277003
76,Guatemala,GTM,2014,3.22,49.0,2.0,4.0,3723.7426716,6.5100000381,3779.642336,26.987666437999998
77,Honduras,HND,2012,3.18,36.2,4.0,4.0,10249.940715207,6.920000076099998,2144.342363,111.23569641699999
78,Honduras,HND,2014,3.38,38.1,4.0,4.0,10249.940715207,6.880000066599999,2206.054397,111.23569641699999
79,Hungary,HUN,2012,4.82,84.1,4.0,4.0,3092.0,3.299999952,12950.68652,104.378341
80,Hungary,HUN,2014,6.74,77.4,4.0,4.0,2185.0,2.9799999953,14267.01215,70.012396
81,Iceland,ISL,2012,7.42,56.9,4.0,3.0,28835.350799999997,2.700000048,45995.54788,384.627608397
82,Iceland,ISL,2014,8.89,56.4,4.0,3.0,8482.830000000002,2.299999952,54576.74481,435.7061933399999
83,India,IND,2012,5.33,33.2,4.0,4.0,146051.45039999997,4.3300000667,1443.882435,1545.542413
84,India,IND,2014,4.63,66.1,4.0,4.0,146051.45039999997,4.740000009499999,1573.885642,1200.914044
85,Indonesia,IDN,2012,2.2,35.5,2.0,3.0,10164.3066716,8.2600001332,3694.35934,103.840862203
86,Indonesia,IDN,2014,2.68,50.8,2.0,3.0,2268.0066716,6.530000018999999,3491.637491,15.7491994584
87,Iran,IRN,2012,2.26,2.7,5.0,5.0,62687.39,9.1100002281,7927.844908,70.20675507600001
88,Iran,IRN,2014,2.52,4.3,5.0,5.0,62687.39,7.8100000853,5585.525604,65.94229493
89,Ireland,IRL,2012,10.59,78.8,4.0,5.0,37030.5254,3.0199999808,49028.82739,438.41774176
90,Ireland,IRL,2014,11.16,77.8,4.0,5.0,13827.930000000002,2.7999999998,55525.89725,401.06034639
91,Israel,ISR,2014,7.15,85.0,2.0,5.0,39871.42539999999,3.299999952,37738.41607,415.3867063199999
92,Italy,ITA,2012,5.44,75.5,4.0,4.0,23605.8175,4.0499999283,35053.52624,177.68951406000002
93,Italy,ITA,2014,5.43,76.1,4.0,4.0,30597.575399999994,4.239999914,35518.41529,266.51931343
94,Jamaica,JAM,2012,12.19,46.1,2.0,4.0,28164.4759,3.3100000142,5209.859264,353.36312837
95,Jamaica,JAM,2014,13.0,42.9,2.0,4.0,28164.4759,3.3100000142,4834.284009,353.36312837
96,Japan,JPN,2012,4.04,63.2,2.0,4.0,7.0,4.900000095,49145.28043,2.506565363
97,Japan,JPN,2014,4.34,62.9,2.0,4.0,3.0,4.5,38475.39525,1.887775859
98,Kazakhstan,KAZ,2012,1.26,27.0,4.0,4.0,727.0,9.1600002757,12386.69927,21.2464167464
99,Kazakhstan,KAZ,2014,1.45,39.7,4.0,4.0,1.0,8.9100002758,12807.26069,14.154263498699999
100,Kenya,KEN,2012,1.69,48.8,5.0,4.0,23364.8291,8.5200002187,1136.869893,145.20216494
101,Kenya,KEN,2014,1.78,49.3,5.0,4.0,23364.8291,8.5200002187,1315.802225,145.20216494
102,Latvia,LVA,2012,4.58,78.7,4.0,4.0,27817.974,2.900000095,13923.47398,238.61781210000004
103,Latvia,LVA,2014,7.13,77.3,4.0,4.0,33764.3132,2.799999952,15713.53697,415.74716935699996
104,Lebanon,LBN,2012,2.35,44.4,4.0,4.0,648.0198895999999,7.520000076199999,7952.151239,17.720915070700002
105,Lebanon,LBN,2014,2.67,48.3,4.0,4.0,679.1998896,6.530000018999999,7687.930519,13.623774734700001
106,Lithuania,LTU,2012,4.82,75.8,4.0,4.0,0.0,3.5,14367.70942,0.0
107,Lithuania,LTU,2014,5.11,77.6,4.0,4.0,0.0,4.0,16551.0182,0.0
108,Luxembourg,LUX,2012,4.26,71.1,4.0,4.0,6702.719999999999,5.4700000763,106749.0136,139.45985428999998
109,Luxembourg,LUX,2014,4.47,70.7,4.0,4.0,6702.719999999999,5.200000047600001,118823.6484,145.15032412
110,Malaysia,MYS,2012,5.02,58.4,4.0,4.0,876.274,4.0899999618,10817.43171,7.0696080064
111,Malaysia,MYS,2014,6.1,59.8,4.0,4.0,21983.5405,2.8499999763000003,11319.06194,184.72948997700001
112,Mali,MLI,2014,1.85,38.1,4.0,3.0,23625.2891,8.9100002758,848.279043,138.599668452
113,Mexico,MEX,2012,4.56,66.5,2.0,4.0,1197.3645999999999,4.5200000285,10241.72783,10.3318948965
114,Mexico,MEX,2014,5.15,65.8,2.0,5.0,23101.489999999998,4.1999999523,10928.91601,130.65102878700003
115,Moldova,MDA,2012,1.95,44.6,4.0,3.0,12912.789100000002,8.5200002187,3045.739874,102.17652965300002
116,Moldova,MDA,2014,2.06,51.6,4.0,4.0,1735.5020436070001,8.2700002188,3328.801449,27.011685001300002
117,Mongolia,MNG,2012,0.0,0.0,4.0,4.0,16607.744,9.1600002757,4351.888461,37.76158212
118,Mongolia,MNG,2014,2.54,44.2,4.0,4.0,1648.2540000000001,6.7100000379999996,4158.521471,50.07821336
119,Morocco,MAR,2012,4.08,68.0,4.0,3.0,20101.379999999997,5.270000076400001,2912.658275,188.659960026
120,Morocco,MAR,2014,4.81,68.4,4.0,3.0,19793.68,4.3900000095,3171.699192,164.628536173
121,Nepal,NPL,2012,1.78,32.9,4.0,3.0,23625.2891,8.9100002758,804.1416073,138.599668452
122,Nepal,NPL,2014,1.73,46.6,5.0,3.0,18519.8291,8.5200002187,844.8531248,112.01959183099999
123,Netherlands,NLD,2012,6.17,73.1,4.0,4.0,107623.0,1.5,50073.00566,832.5906727
124,Netherlands,NLD,2014,7.22,74.8,4.0,5.0,45974.0,3.3899999618,52830.17423,487.8147884
125,New Zealand,NZL,2012,8.53,73.3,4.0,5.0,38552.2627,2.8600000140999997,39973.38076,466.28743206
126,New Zealand,NZL,2014,10.61,75.0,4.0,5.0,37056.8,2.9300000189,44572.89875,446.94067078999996
127,Nicaragua,NIC,2012,2.84,30.5,2.0,3.0,156854.8002,7.6800000665,1760.467407,1177.27494225
128,Nigeria,NGA,2012,1.75,21.7,2.0,4.0,47670.38909999999,9.7100003231,2723.822191,113.228268096
129,North Macedonia,MKD,2012,2.81,70.8,4.0,3.0,23836.238502554996,6.5199999811,4697.196689,151.512167756
130,North Macedonia,MKD,2014,3.05,69.8,4.0,4.0,9477.6037921,6.400000000099999,5468.126225,116.7810591222
131,Norway,NOR,2012,8.33,72.8,4.0,4.0,8254.109999999999,2.8800000187999997,101524.1419,358.8804435
132,Norway,NOR,2014,9.31,67.2,4.0,4.0,8356.53,2.6599999902,97019.18275,432.17466785999994
133,Oman,OMN,2012,2.6,22.1,2.0,3.0,54615.172010455004,7.630000066399999,21872.61054,157.05002842000002
134,Oman,OMN,2014,2.86,22.1,2.0,4.0,8853.03,6.860000038000001,20035.21731,117.53923568720002
135,Pakistan,PAK,2012,0.97,61.6,2.0,3.0,1723.0395331869997,8.3600001806,1198.117637,42.838826611799995
136,Pakistan,PAK,2014,1.1,60.7,4.0,4.0,1883.824425587,8.3600001806,1251.175719,44.603245587299995
137,Panama,PAN,2012,6.57,56.5,5.0,5.0,23540.9,2.9500000001,10722.25235,258.30081002400004
138,Panama,PAN,2014,6.44,56.5,5.0,5.0,24417.9,3.0399999858,12796.05753,351.500695764
139,Peru,PER,2012,2.96,44.9,2.0,3.0,12634.929100000001,6.490000009499999,6528.971775,103.7638572442
140,Peru,PER,2014,3.7,39.5,2.0,3.0,12563.8291,6.810000037999998,6672.877373,99.258889043
141,Philippines,PHL,2012,1.23,34.2,4.0,4.0,9600.722043607,8.9100002758,2694.305109,104.924946403
142,Philippines,PHL,2014,1.86,53.0,4.0,4.0,2577.0438896,8.3600001806,2959.645435,22.404476929
143,Poland,POL,2012,5.85,79.7,4.0,4.0,25027.0,4.300000191,13097.27085,323.134198
144,Poland,POL,2014,6.45,82.6,4.0,4.0,20964.0,2.9999999761000002,14271.30585,352.0955236
145,Portugal,PRT,2012,6.07,76.3,4.0,4.0,11522.878,3.099999905,20564.88986,94.71234517
146,Portugal,PRT,2014,5.93,79.6,4.0,4.0,11459.113,4.5400000574,22074.30076,115.4315165
147,Romania,ROU,2012,5.79,75.3,4.0,5.0,27503.0027,4.099999905,8507.104775,174.51342244100002
148,Romania,ROU,2014,6.16,77.3,4.0,4.0,30251.8278,3.219999981,10043.67745,315.8574770000001
149,Russia,RUS,2012,1.52,45.0,2.0,3.0,590.42,8.5200002187,15420.87454,10.219494102000002
150,Russia,RUS,2014,2.18,50.5,5.0,4.0,33765.111300000004,7.970000171299999,14095.64874,153.46117524000002
151,Rwanda,RWA,2014,2.01,24.1,2.0,2.0,156854.8002,9.700000332699998,743.559038,1246.20061605
152,Saint Kitts and Nevis,KNA,2012,3.52,19.9,2.0,3.0,54488.372010455,7.630000066399999,16046.48694,141.579390996
153,Samoa,WSM,2012,5.96,59.5,4.0,3.0,19601.3527,4.159999943,4022.177848,146.182419773
154,Saudi Arabia,SAU,2012,2.63,22.9,2.0,4.0,54488.372010455,7.7300000664,25243.602,141.579390996
155,Senegal,SEN,2012,1.61,29.0,2.0,3.0,171774.27529999998,9.700000332699998,1317.779802,1246.20061605
156,Senegal,SEN,2014,1.91,37.9,4.0,3.0,23639.5891,8.9100002758,1396.657339,138.599668452
157,Serbia,SRB,2012,3.25,75.4,4.0,4.0,372.98,6.3900000574,6015.945228,13.8103874757
158,Serbia,SRB,2014,4.48,73.8,4.0,4.0,29766.212010455005,4.980000019,6600.056809,213.82268581000002
159,Sierra Leone,SLE,2014,1.58,19.7,2.0,2.0,177770.4753,9.700000332699998,714.6997957,1246.20061605
160,Singapore,SGP,2012,10.58,70.4,4.0,5.0,14344.169999999998,3.0400000332,55546.48854,478.46542951999993
161,Singapore,SGP,2014,11.04,73.8,4.0,5.0,14342.98,3.0400000332,57562.53079,494.70131685999996
162,Slovakia,SVK,2012,4.66,83.1,4.0,4.0,13941.003399999998,4.199999809,17481.89544,122.83902731699997
163,Slovakia,SVK,2014,4.95,84.6,4.0,4.0,12997.303399999999,3.900000095,18674.34406,118.33662772399998
164,Slovenia,SVN,2012,4.93,78.4,4.0,4.0,0.0,5.800000191,22643.10025,0.0
165,Slovenia,SVN,2014,5.84,79.4,4.0,4.0,0.0,4.599999905,24214.92207,0.0
166,South Africa,ZAF,2012,5.16,47.6,4.0,3.0,12525.1452,4.219999981,7501.661096,111.50691068900001
167,South Africa,ZAF,2014,5.48,48.1,4.0,4.0,1310.6680000000001,4.179999971300001,6433.400402,17.9566390933
168,South Korea,KOR,2012,3.22,65.3,2.0,5.0,23195.3661,6.6899999143999995,25466.76052,83.5244202582
169,South Korea,KOR,2014,3.24,60.3,2.0,5.0,22074.0661,6.939999961699999,29249.57522,83.5244202582
170,Spain,ESP,2012,5.65,79.2,5.0,4.0,19987.611300000004,4.4400000097,28324.42934,203.56233932
171,Spain,ESP,2014,6.39,78.8,5.0,4.0,22354.721299999997,3.2299999952,29461.55033,290.52441368399997
172,Sri Lanka,LKA,2012,7.63,74.2,4.0,3.0,28064.3278,3.610000038,3350.521876,366.97341075
173,Sri Lanka,LKA,2014,8.42,73.5,4.0,3.0,32617.890499999998,3.6900000332999996,3819.25353,421.9983151
174,Sweden,SWE,2012,5.6,73.8,4.0,4.0,8014.2,4.4599999903,58037.82132,596.7000079
175,Sweden,SWE,2014,6.5,68.8,4.0,4.0,8611.0,3.4599999668000003,60020.36046,752.027647
176,Switzerland,CHE,2012,4.59,63.6,2.0,4.0,7526.35,4.730000019,86547.67089,382.06248038999996
177,Switzerland,CHE,2014,5.08,61.9,2.0,4.0,7780.039999999999,4.380000066500001,89684.70758,420.29514156000005
178,Thailand,THA,2012,2.94,68.7,4.0,4.0,8170.860052274998,6.4400000097,5860.581471,116.7810591222
179,Thailand,THA,2014,3.41,70.2,4.0,4.0,9785.5037921,6.280000019299999,5951.883487,116.7810591222
180,Tonga,TON,2012,7.63,64.3,4.0,4.0,25689.750500000002,3.5400000332999992,4581.783245,384.70330296000003
181,Tunisia,TUN,2012,2.82,84.5,4.0,4.0,28134.590399999997,6.409999943,4152.684394,179.50049004000002
182,Tunisia,TUN,2014,3.26,78.1,4.0,4.0,476.86,6.3000000479,4305.482357,13.304786485199998
183,Turkey,TUR,2012,4.92,80.3,5.0,5.0,23654.2,4.4299999951,11795.63346,162.062173961
184,Turkey,TUR,2014,5.63,82.2,5.0,5.0,128157.751,4.6200001241,12157.99043,1011.192284
185,Uganda,UGA,2012,1.79,44.2,2.0,4.0,15536.8891,8.5200002187,786.738711,112.01959183099999
186,Uganda,UGA,2014,2.03,40.2,2.0,4.0,21514.6291,8.9100002758,879.7349486,138.599668452
187,Ukraine,UKR,2012,1.76,59.7,4.0,3.0,2677.0,8.3600001806,3855.417729,14.846459982199999
188,Ukraine,UKR,2014,2.22,62.4,4.0,3.0,10146.0,7.7100000379999996,3104.643206,110.443358691
189,United Arab Emirates,ARE,2012,1.55,24.5,4.0,5.0,51710.172010455004,10.3000003325,40976.49075,205.082579135
190,United Arab Emirates,ARE,2014,1.82,21.1,5.0,5.0,51710.172010455004,10.3000003325,43751.80565,204.658095184
191,United Kingdom,GBR,2012,10.78,76.1,4.0,5.0,26330.75,3.400000095,42449.10767,401.393189207
192,United Kingdom,GBR,2014,11.2,81.3,4.0,5.0,25627.31,3.0,47452.19914,395.129465547
193,United States,USA,2012,6.07,42.9,2.0,5.0,22952.02,3.5,51602.93105,448.01097026300005
194,United States,USA,2014,6.07,42.9,2.0,5.0,14369.689999999999,3.200000048,55049.98833,432.63006289599997
195,Uruguay,URY,2012,3.98,69.0,4.0,5.0,22505.3113,5.7100000382000005,15171.58017,138.93279836100004
196,Uruguay,URY,2014,3.71,65.6,5.0,5.0,28608.711300000003,6.549999904799999,16831.94819,94.578680483
197,Uzbekistan,UZB,2012,1.64,32.7,4.0,3.0,21817.9891,8.9100002758,2137.025122,128.014091374
198,Uzbekistan,UZB,2014,2.31,31.1,4.0,4.0,21514.6291,8.1600001332,2492.336643,128.014091374
199,Venezuela,VEN,2012,5.95,71.0,2.0,4.0,23521.4505,4.1999999048,12986.22269,175.52933403
200,Vietnam,VNM,2012,2.49,41.6,4.0,3.0,10756.529100000002,7.160000037999998,1735.152116,103.59094440300001
201,Vietnam,VNM,2014,2.07,41.6,4.0,3.0,18049.0291,8.6100002283,2030.278447,94.83151826500001
208,Liberia,LBR,2014,1.483,17.2,2.0,3.0,177770.4753,9.700000332699998,721.1822986,1246.20061605
209,Afghanistan,AFG,2007,1.9200000000000004,21.349999999999994,4.0,3.0,152912.07529999997,9.700000332699998,359.6931579,1246.20061605
210,Afghanistan,AFG,2010,1.152,60.64,4.0,3.0,1016.727287174,8.3600001806,543.3029674,31.019541725399996
211,Afghanistan,AFG,2012,1.9189999999999998,44.85000000000001,4.0,3.0,11105.489100000003,8.5200002187,641.871438,137.818767577
