,Entity,Code,Year,AvgCigarettePriceDollars,AvgTaxesAsPctCigarettePrice,EnforceBansTobaccoAd,HelpToQuit,ProductionMT,SalePerDay,GDP_USD,ProductionUSD
362,Egypt,EGY,2007,,,4,4,,,,
363,Egypt,EGY,2010,,,4,4,,,,
364,El Salvador,SLV,2007,,,2,4,,,2786.16,
365,El Salvador,SLV,2010,,,2,4,,,2983.23,
366,El Salvador,SLV,2012,,,4,5,,,3428.41,
367,El Salvador,SLV,2014,,,4,5,,,3589.04,
368,Equatorial Guinea,GNQ,2007,,,2,2,,,15908.41,
369,Equatorial Guinea,GNQ,2010,,,2,2,,,17288.84,
370,Equatorial Guinea,GNQ,2012,,,2,2,,,21711.15,
371,Equatorial Guinea,GNQ,2014,,,2,2,,,19394.08,
372,Eritrea,ERI,2007,,,5,2,,,439.83,
373,Eritrea,ERI,2010,,,5,2,,,501.36,
374,Eritrea,ERI,2012,,,5,2,,,,
375,Eritrea,ERI,2014,,,5,2,,,,
376,Estonia,EST,2007,,,4,3,,5.300000191,16744.58,
377,Estonia,EST,2010,,,4,3,,4.800000191,14663.04,
378,Eswatini,SWZ,2007,,,2,4,,,3327.45,
379,Eswatini,SWZ,2010,,,2,4,,,4168.49,
380,Eswatini,SWZ,2012,,,2,4,,,4527.68,
381,Eswatini,SWZ,2014,,,4,4,,,4038.55,
382,Ethiopia,ETH,2007,,,2,2,,,244.29,
383,Ethiopia,ETH,2010,,,2,3,,,341.55,
384,Ethiopia,ETH,2012,,,4,4,,,467.08,
385,Fiji,FJI,2007,,,4,2,,,4040.15,
386,Fiji,FJI,2010,,,4,2,,,3652.54,
387,Finland,FIN,2007,,,4,4,0,3.900000095,48414.85,0
388,Finland,FIN,2010,,,4,4,,,46459.97,0
389,France,FRA,2007,,,4,4,,3.5,41508.43,
390,France,FRA,2010,,,4,4,,3.5,40638.34,
391,Gabon,GAB,2007,,,2,3,,,8458.31,
392,Gabon,GAB,2010,,,2,3,,,8849.32,
393,Gabon,GAB,2012,,,2,3,,,9813.51,
394,Gabon,GAB,2014,,,4,3,,,9663.42,
395,Gambia,GMB,2007,,,4,2,,,,
396,Gambia,GMB,2010,,,4,2,,,,
397,Gambia,GMB,2012,,,4,2,,,,
398,Georgia,GEO,2007,,,2,3,,,2635.35,
399,Georgia,GEO,2010,,,2,3,,,3233.3,
400,Germany,DEU,2007,,,3,4,31719.1,4.400000095,41587.21,
401,Germany,DEU,2010,,,4,4,,4.199999809,41531.93,
402,Ghana,GHA,2007,,,2,3,,,1081.17,
403,Ghana,GHA,2010,,,2,3,,,1299.35,
404,Greece,GRC,2007,,,4,3,,10.60000038,28827.33,
405,Greece,GRC,2010,,,4,3,,7.599999905,26690.61,
406,Grenada,GRD,2007,,,2,3,,,7212.99,
407,Grenada,GRD,2010,,,2,3,,,7258.17,
408,Grenada,GRD,2012,,,2,3,,,7444.09,
409,Grenada,GRD,2014,,,2,3,,,8370.04,
410,Guatemala,GTM,2007,,,2,4,,,2490.75,
411,Guatemala,GTM,2010,,,2,4,,,2852.55,
412,Guinea,GIN,2007,,,4,3,,,659.99,
413,Guinea,GIN,2010,,,4,3,,,672.42,
414,Guinea,GIN,2012,,,5,3,,,717.05,
415,Guinea,GIN,2014,,,5,3,,,787.24,
416,Guinea-Bissau,GNB,2007,,,2,2,,,493.72,
417,Guinea-Bissau,GNB,2010,,,2,2,,,558.17,
418,Guinea-Bissau,GNB,2012,,,2,3,,,616.38,
419,Guinea-Bissau,GNB,2014,,,2,3,,,623.31,
420,Guyana,GUY,2007,,,2,3,,,3658.48,
421,Guyana,GUY,2010,,,2,4,,,4580.7,
422,Guyana,GUY,2012,,,2,4,,,5378.81,
423,Guyana,GUY,2014,,,2,4,,,5407.15,
424,Haiti,HTI,2007,,,2,3,,,981.11,
425,Haiti,HTI,2010,,,2,3,,,1172.1,
426,Haiti,HTI,2012,,,2,3,,,1337.34,
427,Haiti,HTI,2014,,,2,3,,,1402.1,
428,Honduras,HND,2007,,,2,3,,,1583.05,
429,Honduras,HND,2010,,,4,3,,,1904.35,
430,Hungary,HUN,2007,,,4,3,,6.599999905,13918.96,
431,Hungary,HUN,2010,,,4,4,9274,6.099999905,13191.62,117.9306945
432,Iceland,ISL,2007,,,4,3,,3.599999905,69495.73,
433,Iceland,ISL,2010,,,4,3,,2.900000095,43237.07,
434,India,IND,2007,,,4,3,,,1028.33,
435,India,IND,2010,,,4,3,,,1357.56,
436,Indonesia,IDN,2007,,,2,3,,,1860,
437,Indonesia,IDN,2010,,,2,3,,,3122.36,
438,Iran,IRN,2007,,,5,5,,,,
439,Iran,IRN,2010,,,5,5,,,,
440,Iraq,IRQ,2007,,,4,3,,,3182.84,
441,Iraq,IRQ,2010,,,4,3,,,4657.28,
442,Iraq,IRQ,2012,,,4,3,,,6836.07,
443,Iraq,IRQ,2014,,,4,4,,,6637.68,
444,Ireland,IRL,2007,,,4,5,,4.400000095,61318.47,
445,Ireland,IRL,2010,,,4,5,,3.400000095,48607.94,
446,Israel,ISR,2007,,,2,4,,4.300000191,24939.46,
447,Israel,ISR,2010,,,2,5,,4.099999905,30694.17,
448,Israel,ISR,2012,,,2,5,,3.900000095,32510.35,
449,Italy,ITA,2007,,,4,4,,5,37822.67,
450,Italy,ITA,2010,,,4,4,,4.699999809,36000.52,
451,Jamaica,JAM,2007,,,2,4,,,4623.75,
452,Jamaica,JAM,2010,,,2,4,,,4704.05,
453,Japan,JPN,2007,,,2,4,2,6.5,35779.02,0.849231447
454,Japan,JPN,2010,,,2,4,36,5.300000191,44968.16,18.2274126
455,Jordan,JOR,2007,,,4,4,,,2735.38,
456,Jordan,JOR,2010,,,4,4,,,3736.65,
457,Jordan,JOR,2012,,,4,4,,,3910.35,
458,Jordan,JOR,2014,,,4,4,,,4131.45,
459,Kazakhstan,KAZ,2007,,,4,4,4247,,6771.41,
460,Kazakhstan,KAZ,2010,,,4,4,1240,,9070.49,
461,Kenya,KEN,2007,,,5,3,0.007,,825.67,0.000103985
462,Kenya,KEN,2010,,,5,3,,,951.69,
463,Kiribati,KIR,2007,,,2,3,,,1374.4,
464,Kiribati,KIR,2010,,,2,3,,,1516.77,
465,Kiribati,KIR,2012,,,2,2,,,1788.69,
466,Kiribati,KIR,2014,,,5,3,,,1642.82,
467,Kuwait,KWT,2007,,,4,4,,,45782.15,
468,Kuwait,KWT,2010,,,4,4,,,38577.5,
469,Kuwait,KWT,2012,,,4,5,,,51979.12,
470,Kuwait,KWT,2014,,,4,5,,,44062.34,
471,Kyrgyzstan,KGZ,2007,,,2,3,8184.4,,,
472,Kyrgyzstan,KGZ,2010,,,4,3,8611.6,,,
473,Kyrgyzstan,KGZ,2012,,,4,4,4371.9,,,
474,Kyrgyzstan,KGZ,2014,,,4,4,5731.4,,,
475,Laos,LAO,2007,,,4,3,,,,
476,Laos,LAO,2010,,,4,3,,,,
477,Laos,LAO,2012,,,4,3,,,,
478,Laos,LAO,2014,,,4,2,,,,
479,Latvia,LVA,2007,,,4,3,,4.800000191,14091.05,
480,Latvia,LVA,2010,,,4,4,,2.700000048,11379.8,
481,Lebanon,LBN,2007,,,2,4,577.3,,5207.79,
482,Lebanon,LBN,2010,,,2,4,,,7761.64,
483,Lesotho,LSO,2007,,,2,3,,,846.54,
484,Lesotho,LSO,2010,,,2,4,,,1119.84,
485,Lesotho,LSO,2012,,,2,4,,,1229.64,
486,Lesotho,LSO,2014,,,2,4,,,1194.58,
487,Liberia,LBR,2007,,,2,3,,,396.6,
488,Liberia,LBR,2010,,,2,3,,,513.45,
489,Liberia,LBR,2012,,,2,3,,,657.94,
490,Libya,LBY,2007,,,4,2,,,11300.19,
491,Libya,LBY,2010,,,5,3,,,12064.77,
492,Libya,LBY,2012,,,5,4,,,13025.28,
493,Libya,LBY,2014,,,5,4,,,6466.91,
494,Lithuania,LTU,2007,,,4,4,0,6.300000191,12285.45,0
495,Lithuania,LTU,2010,,,4,4,0,4.199999809,11987.51,0
496,Luxembourg,LUX,2007,,,4,2,,,106018.49,
497,Luxembourg,LUX,2010,,,4,4,,,104965.31,
498,Madagascar,MDG,2007,,,5,3,,,438.66,
499,Madagascar,MDG,2010,,,5,3,,,471.96,
500,Madagascar,MDG,2012,,,5,3,,,518.15,
501,Madagascar,MDG,2014,,,5,3,,,530.86,
502,Malawi,MWI,2007,,,2,2,160236,,332.26,
503,Malawi,MWI,2010,,,2,2,220198,,478.67,
504,Malawi,MWI,2012,,,2,2,151500,,391.56,
505,Malawi,MWI,2014,,,2,2,191967.5,,371.27,
506,Malaysia,MYS,2007,,,4,4,,,7243.46,
507,Malaysia,MYS,2010,,,4,4,,,9040.57,
508,Maldives,MDV,2007,,,4,3,,,5574.4,
509,Maldives,MDV,2010,,,5,3,,,7076.74,
510,Maldives,MDV,2012,,,5,3,,,7265.72,
511,Maldives,MDV,2014,,,5,2,,,8499.31,
512,Mali,MLI,2007,,,2,3,,,597.48,
513,Mali,MLI,2010,,,5,3,,,710.27,
514,Mali,MLI,2012,,,4,3,,,778.63,
515,Malta,MLT,2007,,,4,4,,,19485.87,
516,Malta,MLT,2010,,,4,4,,,21799.17,
517,Malta,MLT,2012,,,4,4,,,22527.64,
518,Malta,MLT,2014,,,4,5,,,26754.27,
519,Marshall Islands,MHL,2007,,,2,4,,,2646.87,
520,Marshall Islands,MHL,2010,,,2,4,,,2846.07,
521,Marshall Islands,MHL,2012,,,2,4,,,3181.62,
522,Marshall Islands,MHL,2014,,,2,4,,,3185.26,
523,Mauritania,MRT,2007,,,2,2,,,1357.12,
524,Mauritania,MRT,2010,,,2,2,,,1610.92,
525,Mauritania,MRT,2012,,,2,2,,,1815.22,
526,Mauritania,MRT,2014,,,2,2,,,1677.11,
527,Mauritius,MUS,2007,,,4,4,,,6574.65,
528,Mauritius,MUS,2010,,,5,4,,,8000.38,
529,Mauritius,MUS,2012,,,5,4,,,9291.24,
530,Mauritius,MUS,2014,,,5,4,,,10153.93,
531,Mexico,MEX,2007,,,2,4,,,9642.68,
532,Mexico,MEX,2010,,,2,4,,,9271.4,
533,Micronesia (country),FSM,2007,,,2,3,,,,
534,Micronesia (country),FSM,2010,,,2,3,,,,
535,Micronesia (country),FSM,2012,,,2,3,,,,
536,Micronesia (country),FSM,2014,,,2,4,,,,
537,Moldova,MDA,2007,,,4,3,,,1531.69,
538,Moldova,MDA,2010,,,4,3,,,2437.53,
539,Monaco,MCO,2007,,,2,3,,,169966.31,
540,Monaco,MCO,2010,,,2,4,,,150737.89,
541,Monaco,MCO,2012,,,2,4,,,157520.22,
542,Monaco,MCO,2014,,,2,4,,,189432.37,
543,Mongolia,MNG,2007,,,4,4,,,1632.73,1.000084729
544,Mongolia,MNG,2010,,,4,4,,,2643.29,26.92074012
545,Montenegro,MNE,2007,,,4,2,332,,5976.39,
546,Montenegro,MNE,2010,,,4,2,,,6688.48,
547,Montenegro,MNE,2012,,,4,4,,,6586.72,
548,Montenegro,MNE,2014,,,4,4,,,7388.15,
549,Morocco,MAR,2007,,,4,3,7,,2499.26,
550,Morocco,MAR,2010,,,4,3,,,2839.93,
551,Mozambique,MOZ,2007,,,4,3,12.78043607,,482.2,20.80380017
552,Mozambique,MOZ,2010,,,4,3,16.2359998,,471.9,23.46282963
553,Mozambique,MOZ,2012,,,4,3,38.72010455,,657.64,171.6315778
554,Mozambique,MOZ,2014,,,4,3,53.5189605,,673.97,143.6173529
555,Myanmar,MMR,2007,,,4,3,,,512.58,
556,Myanmar,MMR,2010,,,4,3,,,1018.13,
557,Myanmar,MMR,2012,,,4,3,,,1035.8,
558,Myanmar,MMR,2014,,,4,4,,,1140.77,
559,Namibia,NAM,2007,,,2,3,,,4405.41,
560,Namibia,NAM,2010,,,4,3,,,5395,
561,Namibia,NAM,2012,,,4,4,,,5942.29,
562,Namibia,NAM,2014,,,4,4,,,5469.9,
563,Nauru,NRU,2007,,,2,3,,,,
564,Nauru,NRU,2010,,,4,3,,,4752.18,
565,Nauru,NRU,2012,,,4,3,,,9562.67,
566,Nauru,NRU,2014,,,4,3,,,10171.48,
567,Nepal,NPL,2007,,,2,2,276.8,,391.38,0.365956334
568,Nepal,NPL,2010,,,4,4,,,592.4,
569,Netherlands,NLD,2007,,,4,3,,5.300000191,51733.44,
570,Netherlands,NLD,2010,,,4,4,,4.5,50950.03,
571,New Zealand,NZL,2007,,,4,5,118,3.200000048,32479.98,
572,New Zealand,NZL,2010,,,4,5,,,33676.77,
573,Nicaragua,NIC,2007,,,2,3,,,1327.96,
574,Nicaragua,NIC,2010,,,2,3,,,1503.87,
575,Nicaragua,NIC,2014,,,2,3,,,1934.06,
576,Niger,NER,2007,,,5,3,,,390.28,
577,Niger,NER,2010,,,5,3,,,476.87,
578,Niger,NER,2012,,,5,3,,,529.74,
579,Niger,NER,2014,,,5,3,,,564.6,
580,Nigeria,NGA,2007,,,2,4,,,1883.46,
581,Nigeria,NGA,2010,,,2,4,,,2280.44,
582,Nigeria,NGA,2014,,,2,4,,,3098.99,
583,Niue,NIU,2007,,,2,4,,,,
584,Niue,NIU,2010,,,2,4,,,,
585,Niue,NIU,2012,,,2,4,,,,
586,Niue,NIU,2014,,,2,4,,,,
587,North Korea,PRK,2007,,,2,4,,,,
588,North Korea,PRK,2010,,,2,4,,,,
589,North Korea,PRK,2012,,,2,4,,,,
590,North Korea,PRK,2014,,,2,4,,,,
591,North Macedonia,MKD,2007,,,4,3,,,4037.12,
592,North Macedonia,MKD,2010,,,4,3,,,4545.39,
593,Norway,NOR,2007,,,4,4,,3.400000095,85139.96,
594,Norway,NOR,2010,,,4,4,,3.5,87693.79,
595,Oman,OMN,2007,,,2,3,,,15838.47,
596,Oman,OMN,2010,,,2,3,,,18712.57,
597,Pakistan,PAK,2007,,,2,3,,,908.1,
598,Pakistan,PAK,2010,,,2,3,,,987.41,
599,Palau,PLW,2007,,,2,4,,,10381.42,
600,Palau,PLW,2010,,,2,4,,,10356.63,
601,Palau,PLW,2012,,,4,4,,,12044.11,
602,Palau,PLW,2014,,,4,4,,,13711.76,
603,Panama,PAN,2007,,,2,4,,,6166.19,
604,Panama,PAN,2010,,,5,5,,,8082.02,
605,Papua New Guinea,PNG,2007,,,4,2,,,1401.95,
606,Papua New Guinea,PNG,2010,,,4,2,,,1949.35,
607,Papua New Guinea,PNG,2012,,,4,2,,,2790.68,
608,Papua New Guinea,PNG,2014,,,4,2,,,2920.78,
609,Paraguay,PRY,2007,,,2,4,,,2976.82,
610,Paraguay,PRY,2010,,,2,4,,,4359.43,
611,Paraguay,PRY,2012,,,2,4,,,5185.14,
612,Paraguay,PRY,2014,,,2,4,,,6118.32,
613,Peru,PER,2007,,,2,3,,,3606.07,
614,Peru,PER,2010,,,2,3,,,5082.35,
615,Philippines,PHL,2007,,,2,4,,,1744.64,
616,Philippines,PHL,2010,,,4,4,,,2217.47,
617,Poland,POL,2007,,,4,4,41621,5.699999809,11254.52,252.3889521
618,Poland,POL,2010,,,4,4,27998.4,5,12613.01,339.3028886
619,Portugal,PRT,2007,,,4,4,3.266,4.400000095,22782.09,0.113881371
620,Portugal,PRT,2010,,,4,4,13661.548,3.900000095,22498.69,95.8539552
621,Qatar,QAT,2007,,,4,4,,,65421.38,
622,Qatar,QAT,2010,,,4,4,,,67403.09,
623,Qatar,QAT,2012,,,4,4,,,85075.99,
624,Qatar,QAT,2014,,,4,4,,,83858.34,
625,Romania,ROU,2007,,,4,4,3100,4.699999809,8360.17,14.99600123
626,Romania,ROU,2010,,,4,5,,4.099999905,8214.08,
627,Russia,RUS,2007,,,2,3,,,,
628,Russia,RUS,2010,,,2,3,,,,
629,Rwanda,RWA,2007,,,2,2,,,438.66,
630,Rwanda,RWA,2010,,,2,2,,,609.72,
631,Rwanda,RWA,2012,,,2,2,,,725.17,
632,Saint Kitts and Nevis,KNA,2007,,,2,3,,,,
633,Saint Kitts and Nevis,KNA,2010,,,2,3,,,,
634,Saint Kitts and Nevis,KNA,2014,,,2,3,,,,
635,Saint Lucia,LCA,2007,,,2,3,,,,
636,Saint Lucia,LCA,2010,,,2,3,,,,
637,Saint Lucia,LCA,2012,,,2,3,,,,
638,Saint Lucia,LCA,2014,,,2,3,,,,
639,Saint Vincent and the Grenadines,VCT,2007,,,2,3,,,,
640,Saint Vincent and the Grenadines,VCT,2010,,,2,3,,,,
641,Saint Vincent and the Grenadines,VCT,2012,,,2,3,,,,
642,Saint Vincent and the Grenadines,VCT,2014,,,2,3,,,,
643,Samoa,WSM,2007,,,2,3,,,3133.67,
644,Samoa,WSM,2010,,,4,3,,,3566.46,
645,Samoa,WSM,2014,,,4,3,,,3937.78,
646,San Marino,SMR,2007,,,2,3,,,72697.71,
647,San Marino,SMR,2010,,,4,3,,,60254.78,
648,San Marino,SMR,2012,,,4,3,,,49988.46,
649,San Marino,SMR,2014,,,4,4,,,50817.33,
650,Sao Tome and Principe,STP,2007,,,2,2,,,896.87,
651,Sao Tome and Principe,STP,2010,,,2,2,,,1090.26,
652,Sao Tome and Principe,STP,2012,,,2,2,,,1330.62,
653,Sao Tome and Principe,STP,2014,,,2,4,,,1770.47,
654,Saudi Arabia,SAU,2007,,,2,4,,,16516.63,
655,Saudi Arabia,SAU,2010,,,2,4,,,19262.55,
656,Saudi Arabia,SAU,2014,,,2,4,,,24464.21,
657,Senegal,SEN,2007,,,2,3,,,1198.39,
658,Senegal,SEN,2010,,,2,3,,,1271.58,
659,Serbia,SRB,2007,,,4,3,3822,,5848.48,
660,Serbia,SRB,2010,,,4,4,4952,,5735.42,
661,Seychelles,SYC,2007,,,2,3,,,12154.83,
662,Seychelles,SYC,2010,,,4,3,,,10804.68,
663,Seychelles,SYC,2012,,,4,3,,,12006.68,
664,Seychelles,SYC,2014,,,4,4,,,14700.33,
665,Sierra Leone,SLE,2007,,,2,2,,,360.37,
666,Sierra Leone,SLE,2010,,,2,2,,,401.83,
667,Sierra Leone,SLE,2012,,,2,2,,,566.38,
668,Singapore,SGP,2007,,,4,5,,,39432.94,
669,Singapore,SGP,2010,,,4,5,,,47236.96,
670,Slovakia,SVK,2007,,,4,3,,4.599999905,,
671,Slovakia,SVK,2010,,,4,4,,4.400000095,,
672,Slovenia,SVN,2007,,,4,4,,6.599999905,23787.65,
673,Slovenia,SVN,2010,,,4,4,,6.199999809,23509.54,
674,Solomon Islands,SLB,2007,,,2,3,,,1260.29,
675,Solomon Islands,SLB,2010,,,4,3,,,1604.21,
676,Solomon Islands,SLB,2012,,,4,3,,,2141.82,
677,Solomon Islands,SLB,2014,,,4,4,,,2274.89,
678,Somalia,SOM,2007,,,2,2,,,,
679,Somalia,SOM,2010,,,2,2,,,,
680,Somalia,SOM,2012,,,2,2,,,,
681,Somalia,SOM,2014,,,2,2,,,295.27,
682,South Africa,ZAF,2007,,,4,3,,,6095.62,
683,South Africa,ZAF,2010,,,4,3,,,7328.62,
684,South Korea,KOR,2007,,,2,5,,,,
685,South Korea,KOR,2010,,,2,5,,,,
686,South Sudan,SSD,2012,,,2,1,,,1179.74,
687,South Sudan,SSD,2014,,,2,1,,,1322.82,
688,Spain,ESP,2007,,,4,4,,6.599999905,32549.97,
689,Spain,ESP,2010,,,5,4,,5.5,30502.72,
690,Sri Lanka,LKA,2007,,,4,3,,,1630.39,
691,Sri Lanka,LKA,2010,,,4,3,,,2799.65,
692,Sudan,SDN,2007,,,4,2,,,1128.41,
693,Sudan,SDN,2010,,,4,2,,,1489.87,
694,Sudan,SDN,2012,,,4,2,,,1332.91,
695,Sudan,SDN,2014,,,4,2,,,1625.46,
696,Suriname,SUR,2007,,,2,3,,,5744.76,
697,Suriname,SUR,2010,,,2,3,,,8255.87,
698,Suriname,SUR,2012,,,2,3,,,9200.97,
699,Suriname,SUR,2014,,,5,4,,,9471.92,
700,Sweden,SWE,2007,,,4,4,8026.1,,53700.01,383.4141419
701,Sweden,SWE,2010,,,4,4,8227.9,,52869.04,543.9894351
702,Switzerland,CHE,2007,,,2,4,7,5.400000095,65359.52,
703,Switzerland,CHE,2010,,,2,4,,,77117.13,
704,Syria,SYR,2007,,,4,4,,,,
705,Syria,SYR,2010,,,4,4,,,,
706,Syria,SYR,2012,,,4,4,,,,
707,Syria,SYR,2014,,,4,4,,,,
708,Tajikistan,TJK,2007,,,4,3,,,526.64,
709,Tajikistan,TJK,2010,,,4,3,,,749.55,
710,Tajikistan,TJK,2012,,,4,3,,,969.3,
711,Tajikistan,TJK,2014,,,4,3,,,1104.17,
712,Tanzania,TZA,2007,,,4,4,,,552.84,
713,Tanzania,TZA,2010,,,4,4,,,743.4,
714,Tanzania,TZA,2012,,,4,4,,,867.86,
715,Tanzania,TZA,2014,,,4,4,,,1030.08,
716,Thailand,THA,2007,,,4,4,,,3973.02,
717,Thailand,THA,2010,,,4,4,,,5076.34,
718,Timor,TLS,2007,,,2,2,,,,
719,Timor,TLS,2010,,,2,2,,,,
720,Timor,TLS,2012,,,2,2,,,,
721,Timor,TLS,2014,,,2,2,,,,
722,Togo,TGO,2007,,,2,3,,,449.74,
723,Togo,TGO,2010,,,2,3,,,534.04,
724,Togo,TGO,2012,,,5,3,,,571.81,
725,Togo,TGO,2014,,,5,2,,,640.93,
726,Tonga,TON,2007,,,4,2,,,2910.15,
727,Tonga,TON,2010,,,4,3,,,3527.95,
728,Tonga,TON,2014,,,4,4,,,4354.24,
729,Trinidad and Tobago,TTO,2007,,,2,3,,,16539.89,
730,Trinidad and Tobago,TTO,2010,,,2,3,,,16683.39,
731,Trinidad and Tobago,TTO,2012,,,2,4,,,19157.46,
732,Trinidad and Tobago,TTO,2014,,,2,4,,,20270.93,
733,Tunisia,TUN,2007,,,4,3,10447,,3776.33,
734,Tunisia,TUN,2010,,,4,3,,,4141.98,
735,Turkey,TUR,2007,,,2,3,,,9791.88,
736,Turkey,TUR,2010,,,4,5,,,10742.77,
737,Turkmenistan,TKM,2007,,,2,4,,,2600.37,
738,Turkmenistan,TKM,2010,,,2,4,,,4439.2,
739,Turkmenistan,TKM,2012,,,2,4,,,6675.18,
740,Turkmenistan,TKM,2014,,,4,4,,,7962.24,
741,Tuvalu,TUV,2007,,,2,4,,,2645.11,
742,Tuvalu,TUV,2010,,,5,4,,,3024.76,
743,Tuvalu,TUV,2012,,,5,4,,,3506.31,
744,Tuvalu,TUV,2014,,,5,4,,,3398.4,
745,Uganda,UGA,2007,,,2,4,,,403.66,
746,Uganda,UGA,2010,,,2,4,,,819.01,
747,Ukraine,UKR,2007,,,2,3,7053,,3065.61,
748,Ukraine,UKR,2010,,,4,3,3150,,2965.14,
749,United Arab Emirates,ARE,2007,,,4,3,,,41809.46,
750,United Arab Emirates,ARE,2010,,,4,5,,,33893.26,
751,United Kingdom,GBR,2007,,,4,5,,4.699999809,50444.93,
752,United Kingdom,GBR,2010,,,4,5,,4,39536.77,
753,United States,USA,2007,,,2,3,,4.199999809,47975.97,
754,United States,USA,2010,,,2,5,,3.599999905,48466.66,
755,Uruguay,URY,2007,,,2,5,,,7026.5,
756,Uruguay,URY,2010,,,4,5,,,11992.02,12.07471357
757,Uzbekistan,UZB,2007,,,2,3,,,830.41,
758,Uzbekistan,UZB,2010,,,2,3,,,1634.31,
759,Vanuatu,VUT,2007,,,2,2,,,2352.97,
760,Vanuatu,VUT,2010,,,5,3,,,2839.41,
761,Vanuatu,VUT,2012,,,5,3,,,2997.29,
762,Vanuatu,VUT,2014,,,5,3,,,2926.68,
763,Venezuela,VEN,2007,,,2,4,,,,
764,Venezuela,VEN,2010,,,2,4,,,,
765,Venezuela,VEN,2014,,,2,4,,,,
766,Vietnam,VNM,2007,,,4,3,,,906.28,
767,Vietnam,VNM,2010,,,4,3,,,1317.89,
768,Yemen,YEM,2007,,,4,3,,,,
769,Yemen,YEM,2010,,,4,3,,,,
770,Zambia,ZMB,2007,,,2,3,,,1124.29,
771,Zambia,ZMB,2010,,,2,3,,,1489.46,
772,Zimbabwe,ZWE,2007,,,2,3,,,431.79,
773,Zimbabwe,ZWE,2010,,,2,3,,,948.33,